step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_stopped_cross_check,J0_accumulated_waiting_time,J0_average_speed,J0_average_speed_2,J0_average_speed_cross_check,J0_average_co2_emission_tl,J0_average_co_emission_tl,J0_average_fuel_consumption_tl,J0_average_noise_emission_tl,J0_average_co2_emission,J0_average_co_emission,J0_average_fuel_consumptions,J0_average_noise_emissions,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,0,0.0,0.0,3.2,0,0,0.0,0.1623403551207306,3.2,3.2,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,0,0.0,0.0
10.0,0,0.0,0.0,7.199999999999999,0,0,0.0,0.36526579902164386,7.199999999999999,7.199999999999999,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,0,0.0,0.0
15.0,0,0.0,0.0,7.085714285714287,0,0,0.0,0.36021630900104323,7.085714285714287,7.085714285714287,3754.2589841269846,93.19481904761908,1.6138234372994484,62.968867467200766,3754.2589841269846,93.19481904761908,1.6138234372994484,62.968867467200766,0,0.0,0.0
20.0,0,0.0,0.0,11.085714285714289,0,0,0.0,0.5650127024148058,11.085714285714289,11.085714285714289,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,0,0.0,0.0
25.0,3,0.0,0.0,10.449665797007825,3,3,0.0,0.5327713911618479,10.449665797007823,10.449665797007825,4411.296701334705,89.66396490018602,1.8962451591846623,63.73356379811069,4411.296701334704,89.66396490018602,1.8962451591846627,63.73356379811069,3,0.0,0.0
30.0,0,0.0,0.0,13.214277904512315,0,0,0.0,0.6721827367681424,13.214277904512318,13.214277904512315,3767.1278698098954,49.85093226340182,1.6193399490418154,65.70009376034388,3767.1278698098954,49.85093226340182,1.6193399490418159,65.70009376034388,0,0.0,0.0
35.0,0,0.0,0.0,14.572362389286312,0,0,0.0,0.7456138446650689,14.572362389286312,14.572362389286312,3261.0704796828977,34.37294222222225,1.4017979071544986,65.74996615173725,3261.070479682898,34.37294222222225,1.4017979071544986,65.74996615173725,0,0.0,0.0
40.0,3,4.0,0.3076923076923077,8.105653424046302,3,3,4.0,0.4223527744135541,8.105653424046302,8.105653424046302,2992.667516121343,62.20066324786327,1.2864367275471862,59.845325248913895,2992.667516121343,62.20066324786327,1.2864367275471862,59.84532524891389,3,4.0,-0.04
45.0,3,19.0,1.4615384615384615,10.030255535113252,3,3,19.0,0.5258911600950202,10.030255535113252,10.030255535113252,3194.0418409076656,70.7995487179487,1.373003023305934,62.65211846797927,3194.0418409076656,70.7995487179487,1.373003023305934,62.652118467979285,3,19.0,-0.15
50.0,3,24.0,1.5,7.872370365565139,3,3,24.0,0.43060004265985036,8.07367189181115,7.872370365565139,3305.308986509078,79.92126984126989,1.420834592122642,60.75685425456005,3341.076267329123,81.77980510721966,1.4362103624239368,60.983728034938835,3,24.0,-0.04999999999999999
