step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_stopped_cross_check,J0_accumulated_waiting_time,J0_average_speed,J0_average_speed_2,J0_average_speed_cross_check,J0_average_co2_emission_tl,J0_average_co_emission_tl,J0_average_fuel_consumption_tl,J0_average_noise_emission_tl,J0_average_co2_emission,J0_average_co_emission,J0_average_fuel_consumptions,J0_average_noise_emissions,agents_total_stopped,agents_total_accumulated_waiting_time,reward
5.0,0,0.0,0.0,3.2,0,0,0.0,0.1623403551207306,3.2,3.2,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,2957.2128888888888,119.33884444444446,1.27123066786463,60.76428739749968,0,0.0,0.0
10.0,0,0.0,0.0,7.199999999999999,0,0,0.0,0.36526579902164386,7.199999999999999,7.199999999999999,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,3598.906222222222,79.22817777777779,1.5470401916741536,62.79428101007735,0,0.0,0.0
15.0,0,0.0,0.0,7.085714285714287,0,0,0.0,0.36021630900104323,7.085714285714287,7.085714285714287,3754.258984126985,93.19481904761908,1.6138234372994484,62.968867467200766,3754.258984126985,93.19481904761906,1.6138234372994484,62.968867467200766,0,0.0,0.0
20.0,0,0.0,0.0,11.085714285714287,0,0,0.0,0.5650127024148058,11.085714285714289,11.085714285714287,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,4639.975174603176,71.09659682539686,1.9945321182561082,65.13957262589578,0,0.0,0.0
25.0,3,0.0,0.0,10.449665797007823,3,3,0.0,0.5327713911618479,10.449665797007823,10.449665797007823,4411.296701334706,89.66396490018603,1.8962451591846623,63.73356379811069,4411.296701334705,89.66396490018602,1.8962451591846623,63.73356379811069,3,0.0,0.0
30.0,0,0.0,0.0,13.214277904512315,0,0,0.0,0.6721827367681424,13.214277904512318,13.214277904512315,3767.1278698098954,49.85093226340182,1.6193399490418154,65.70009376034388,3767.1278698098954,49.85093226340182,1.6193399490418154,65.70009376034389,0,0.0,0.0
35.0,0,0.0,0.0,14.572362389286312,0,0,0.0,0.7456138446650689,14.572362389286315,14.572362389286312,3261.0704796828977,34.37294222222225,1.4017979071544986,65.74996615173725,3261.0704796828977,34.37294222222225,1.4017979071544986,65.74996615173725,0,0.0,0.0
40.0,3,4.0,0.3076923076923077,8.105653424046302,3,3,4.0,0.4223527744135541,8.105653424046302,8.105653424046302,2992.6675161213425,62.20066324786327,1.2864367275471862,59.845325248913895,2992.6675161213425,62.20066324786327,1.2864367275471866,59.84532524891389,3,4.0,-0.04
45.0,3,19.0,1.4615384615384615,10.030255535113252,3,3,19.0,0.5258911600950203,10.030255535113252,10.030255535113252,3194.0418409076656,70.79954871794871,1.373003023305934,62.652118467979285,3194.041840907666,70.7995487179487,1.373003023305934,62.652118467979285,3,19.0,-0.15
50.0,4,35.0,2.1875,7.651459914339236,4,4,35.0,0.39796238453155225,7.459789284382777,7.651459914339236,3259.93653555662,85.5783703703704,1.4013344083730666,60.23516968343605,3326.4327673291227,83.97928844055299,1.4299169212738918,60.51615767557346,4,35.0,-0.15999999999999998
